url,name,description,rating,reviews,category,unknown1,location,image_url,service_option1,service_option2
https://www.google.com/maps/place/%E0%B9%82%E0%B8%88%E0%B9%8A%E0%B8%81+%E0%B8%9C%E0%B8%B1%E0%B8%94%E0%B9%84%E0%B8%97%E0%B8%95%E0%B8%B6%E0%B8%81%E0%B9%80%E0%B8%AB%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%87/data=!4m7!3m6!1s0x313c39c392cf336d:0xb4b86da4b7e63def!8m2!3d16.943019!4d104.7279876!16s%2Fg%2F11s4d0lg8d!19sChIJbTPPksM5PDER7z3mt6RtuLQ?authuser=0&hl=en&rclk=1,โจ๊ก ผัดไทตึกเหลือง,3.1,(16),Thai,·,WPVH+655,https://lh5.googleusercontent.com/p/AF1QipPe52rQ_6OilzP2Ni6BWY92yjlipPseqovMb-6a=w122-h92-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/Sister+Cafe/data=!4m7!3m6!1s0x313c39df530c78d1:0xf8dccc7d508267b6!8m2!3d16.9393779!4d104.7230512!16s%2Fg%2F11c2q_dc8f!19sChIJ0XgMU985PDERtmeCUH3M3Pg?authuser=0&hl=en&rclk=1,Sister Cafe,4.3,(68),Restaurant,·,·,https://lh5.googleusercontent.com/p/AF1QipN0xjvAZl6JjJgbuQeY7tWangB57N-OAPLKUXry=w138-h92-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%94%E0%B8%98%E0%B8%B2%E0%B8%95%E0%B8%B8%E0%B8%9E%E0%B8%99%E0%B8%A1%28%E0%B8%A2%E0%B8%B2%E0%B8%A2%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A2%29/data=!4m7!3m6!1s0x313c39b3ca357ccd:0x8ddb0d6bbaadb815!8m2!3d16.9472793!4d104.7282471!16s%2Fg%2F11fj_xnkqb!19sChIJzXw1yrM5PDERFbitumsN240?authuser=0&hl=en&rclk=1,ก๋วยเตี๋ยวเป็ดธาตุพนม(ยายน้อย),4.3,(19),Restaurant,·,273,https://lh5.googleusercontent.com/p/AF1QipPD8R6ieXnY2fIPALGHOSOS_LRXdso9GilH67lw=w122-h92-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/Chum+Chim+Phochana/data=!4m7!3m6!1s0x313c39dc5ca13b15:0xf92ebc4bb4d1536d!8m2!3d16.946817!4d104.724736!16s%2Fg%2F1hdzccg4y!19sChIJFTuhXNw5PDERbVPRtEu8Lvk?authuser=0&hl=en&rclk=1,Chum Chim Phochana,3.5,(11),Restaurant,·,"WPWF+PVH, ทางหลวงแผ่นดินหมายเลข 212",https://lh5.googleusercontent.com/p/AF1QipMqo0g9J8hdetV42YkPghHu-NDyh5vztO7KLExs=w122-h92-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/%E0%B8%A5%E0%B8%B5%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B8%A2%E0%B8%87+%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%95%E0%B8%AD%E0%B8%99+%E0%B8%98%E0%B8%B2%E0%B8%95%E0%B8%B8%E0%B8%9E%E0%B8%99%E0%B8%A1/data=!4m7!3m6!1s0x313c39005c39281b:0x94c60dd4f267b8f8!8m2!3d16.9402349!4d104.7243969!16s%2Fg%2F11lcfpf0sv!19sChIJGyg5XAA5PDER-Lhn8tQNxpQ?authuser=0&hl=en&rclk=1,ลีเตียง ไก่ตอน ธาตุพนม,5.0,(2),Restaurant,·,WPRF+3QR,https://lh5.googleusercontent.com/p/AF1QipMA9k-ctphwg4p-wvi6RIrWSMZVzg9Tf6Tt7eF2=w80-h106-k-no,Takeaway,,
"https://www.google.com/maps/place/Chomkhong+Riverview+Restaurant:+Good+Food,+Great+View/data=!4m7!3m6!1s0x313c375ffc3f4559:0x91ba1ad860f4a0db!8m2!3d16.9380725!4d104.7290142!16s%2Fg%2F11dz3x7r0s!19sChIJWUU__F83PDER26D0YNgaupE?authuser=0&hl=en&rclk=1","Chomkhong Riverview Restaurant: Good Food, Great View",4.1,(98),Restaurant,·,WPQH+6JC Unnamed Road,,Dine-in,·,Takeaway
https://www.google.com/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%95%E0%B9%89%E0%B8%A1%E0%B8%96%E0%B8%B9%E0%B8%81%E0%B9%83%E0%B8%88+%E0%B8%93+%E0%B8%98%E0%B8%B2%E0%B8%95%E0%B8%B8%E0%B8%9E%E0%B8%99%E0%B8%A1/data=!4m7!3m6!1s0x313c39b4b5b46e6f:0xc95fa36fd0cdbab3!8m2!3d16.9389149!4d104.7230562!16s%2Fg%2F11n0jynhcn!19sChIJb260tbQ5PDERs7rN0G-jX8k?authuser=0&hl=en&rclk=1,ร้านข้าวต้มถูกใจ ณ ธาตุพนม,4.5,(20),Restaurant,·,11 หมู่10,https://lh5.googleusercontent.com/p/AF1QipMp6ei7D9d9XluR-FzHqIZ2u2IVTEU1l622CC47=w122-h92-k-no,Dine-in,·,Drive-through
https://www.google.com/maps/place/%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B9%80%E0%B8%82%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%99/data=!4m7!3m6!1s0x313c37bf7db58eeb:0xca74fa4d13da0d0a!8m2!3d16.9314417!4d104.719745!16s%2Fg%2F11ll3mpwp1!19sChIJ6461fb83PDERCg3aE036dMo?authuser=0&hl=en&rclk=1,สวนริมเขื่อน,3.0,(2),Restaurant,·,วัดเกาะแก้วอัมพวัน,https://lh5.googleusercontent.com/p/AF1QipNB4vpyffjEKpXm2eWcg1r1Reg7Bhkvbu7zNlnX=w80-h106-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/%E0%B9%80%E0%B8%A1%E0%B8%98%E0%B8%B2%E0%B8%9F%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%A1%E0%B8%9B%E0%B8%A5%E0%B8%B2/data=!4m7!3m6!1s0x313c37c92e7be13b:0x50691e6bfe9ba125!8m2!3d16.9211466!4d104.6920128!16s%2Fg%2F11qg27tc39!19sChIJO-F7Lsk3PDERJaGb_mseaVA?authuser=0&hl=en&rclk=1,เมธาฟาร์มปลา,5.0,(1),Restaurant,·,WMCR+FR2 บ้านโพธิ์ตะนัง,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AlS3YvboOki_Nvl5yxg76Q&cb_client=search.gws-prod.gps&w=80&h=92&yaw=204.9525&pitch=0&thumbfov=100,Dine-in,·,Takeaway
"https://www.google.com/maps/place/Chomkhong+Riverview+Restaurant:+Good+Food,+Great+View/data=!4m7!3m6!1s0x313c375ffc3f4559:0x91ba1ad860f4a0db!8m2!3d16.9380725!4d104.7290142!16s%2Fg%2F11dz3x7r0s!19sChIJWUU__F83PDER26D0YNgaupE?authuser=0&hl=en&rclk=1","Chomkhong Riverview Restaurant: Good Food, Great View",4.1,(98),Restaurant,·,WPQH+6JC Unnamed Road,https://lh5.googleusercontent.com/p/AF1QipPe93us-O1UdGjOMsvjMg33loKqQLmyMWmLW6wp=w122-h92-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87/data=!4m7!3m6!1s0x313c39006644919d:0x284154bf13c00a3b!8m2!3d16.9485383!4d104.7251806!16s%2Fg%2F11vxyc1r3q!19sChIJnZFEZgA5PDEROwrAE79UQSg?authuser=0&hl=en&rclk=1,ร้านอาหารตามสั่ง,5.0,(1),Restaurant,·,WPXG+C37 356,https://lh5.googleusercontent.com/p/AF1QipMYG_1DOVvRN_unp0eb6yWviEMBFfFMw6Q9hQ5g=w80-h106-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/%E0%B9%81%E0%B8%88%E0%B9%88%E0%B8%A7%E0%B8%AE%E0%B9%89%E0%B8%AD%E0%B8%99+%26+%E0%B8%AD%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B9%80%E0%B8%99%E0%B8%A2+%E0%B8%AD%E0%B8%99%E0%B8%AD%E0%B8%B1%E0%B8%A7/data=!4m7!3m6!1s0x313c392e39973f67:0xce385299035dfe10!8m2!3d16.9503283!4d104.726233!16s%2Fg%2F11jzdv7qjg!19sChIJZz-XOS45PDEREP5dA5lSOM4?authuser=0&hl=en&rclk=1,แจ่วฮ้อน & อย่างเนย อนอัว,5.0,(2),Restaurant,·,79,https://lh5.googleusercontent.com/p/AF1QipMYGrbPsCKYschmemkgTHEDaX9sqv0CcYt1eOIQ=w122-h92-k-no,Dine-in,·,Drive-through
https://www.google.com/maps/place/%E0%B8%AA%E0%B8%B8%E0%B8%81%E0%B8%B5%E0%B9%89%E0%B8%AA%E0%B8%B6%E0%B8%99%E0%B8%B2%E0%B8%A1%E0%B8%B4+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%98%E0%B8%B2%E0%B8%95%E0%B8%B8%E0%B8%9E%E0%B8%99%E0%B8%A1/data=!4m7!3m6!1s0x313c39005df61261:0x2b464595752d489!8m2!3d16.941815!4d104.728047!16s%2Fg%2F11vszyqc5j!19sChIJYRL2XQA5PDERidRSV1lktAI?authuser=0&hl=en&rclk=1,สุกี้สึนามิ สาขาธาตุพนม,4.8,(5),Chinese,·,125 ม.1 ถนน พนมพนารักษ์,https://lh5.googleusercontent.com/p/AF1QipNDl3loROrvMUnLj_RSmwoqAKYLtDlaToM2Q03Y=w80-h106-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/Mae+Nom%27s+Kitchen/data=!4m7!3m6!1s0x313c39e3ef60379b:0x112fab02f886023f!8m2!3d16.9531003!4d104.7255392!16s%2Fg%2F11nyz8hyh7!19sChIJmzdg7-M5PDERPwKG-AKrLxE?authuser=0&hl=en&rclk=1,Mae Nom's Kitchen,4.4,(12),Restaurant,·,·,https://lh5.googleusercontent.com/p/AF1QipP0U-qhtXEjLDnmdUSGv8csA70GDuT2yc4Bt-6d=w122-h92-k-no,Dine-in,·,Kerbside pickup
"https://www.google.com/maps/place/Sweet+Home+Restaurant,+That+Phanom+Town/data=!4m7!3m6!1s0x313c37ecb5680fd1:0xb8ce611e40cab124!8m2!3d16.9262088!4d104.6819771!16s%2Fg%2F11b6y2hflw!19sChIJ0Q9otew3PDERJLHKQB5hzrg?authuser=0&hl=en&rclk=1","Sweet Home Restaurant, That Phanom Town",4.2,(202),Restaurant,·,·,https://lh5.googleusercontent.com/p/AF1QipO2ZGLVzOFs_ZbRzAXUnCjio6gsjQKfrbLYCLZE=w122-h92-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/Fad+Rim+Khong+Restaurant/data=!4m7!3m6!1s0x313c39dceae95555:0xf267115a6ffbe461!8m2!3d16.9400648!4d104.7291664!16s%2Fg%2F11ckvflj4d!19sChIJVVXp6tw5PDERYeT7b1oRZ_I?authuser=0&hl=en&rclk=1,Fad Rim Khong Restaurant,3.7,(57),Restaurant,,,https://lh5.googleusercontent.com/p/AF1QipPCvhT4rmOV5QZAUiFyY5E7dA4Dbnx7Yjpwp4wM=w163-h92-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%84%E0%B8%AA%E0%B9%89%E0%B8%AB%E0%B8%A1%E0%B8%B9+%E0%B8%AA%E0%B8%B9%E0%B9%89%E0%B9%84%E0%B8%AB%E0%B8%A1/data=!4m7!3m6!1s0x313c39f82b1dfe7d:0x8bc067a50af79b59!8m2!3d16.9468933!4d104.7126869!16s%2Fg%2F11ssqd6pf1!19sChIJff4dK_g5PDERWZv3CqVnwIs?authuser=0&hl=en&rclk=1,ร้านไส้หมู สู้ไหม,5.0,(5),Restaurant,·,·,https://lh5.googleusercontent.com/p/AF1QipOkZrd4dakRw7oRuyOBoXq9633UeMTfvsiyWbeY=w122-h92-k-no,Dine-in,·,Drive-through
https://www.google.com/maps/place/%E0%B8%AD%E0%B8%A3%E0%B9%88%E0%B8%B2%E0%B8%A1%E0%B8%81%E0%B8%B8%E0%B9%89%E0%B8%87%E0%B9%80%E0%B8%9C%E0%B8%B2/data=!4m7!3m6!1s0x313c37947682b9db:0xb33b73ecd21523ef!8m2!3d16.9241695!4d104.686109!16s%2Fg%2F1hm2229c6!19sChIJ27mCdpQ3PDER7yMV0uxzO7M?authuser=0&hl=en&rclk=1,อร่ามกุ้งเผา,4.3,(4),Restaurant,·,WMFP+MC9,https://lh5.googleusercontent.com/p/AF1QipMqPgn8PReRBiTGi1e8d_iIS-gjthZzskl8Z_mO=w80-h106-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/The+terminal/data=!4m7!3m6!1s0x313c39dcf81e8cb5:0xd6b94aeb197a8007!8m2!3d16.9475899!4d104.7251401!16s%2Fg%2F11f03y414r!19sChIJtYwe-Nw5PDERB4B6GetKudY?authuser=0&hl=en&rclk=1,The terminal,4.3,(32),Restaurant,·,·,https://lh5.googleusercontent.com/p/AF1QipNpALfbaqBLqJ4JYaJwWOkfRvEHWsdm-CrA6Yvn=w138-h92-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B9%89%E0%B8%A1%E0%B8%95%E0%B8%B3%E0%B8%84%E0%B8%B1%E0%B8%81%E0%B9%81%E0%B8%AE%E0%B8%87%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%82%E0%B8%99%E0%B8%A1%E0%B8%88%E0%B8%B5%E0%B8%99%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%8A%E0%B8%B9%E0%B9%83%E0%B8%88/data=!4m7!3m6!1s0x313c378b8620a5ff:0xa4491f4d7e73410b!8m2!3d16.9223725!4d104.6806599!16s%2Fg%2F11kxmhbd15!19sChIJ_6Ughos3PDERC0Fzfk0fSaQ?authuser=0&hl=en&rclk=1,ร้านส้มตำคักแฮงและร้านขนมจีนน้องชูใจ,5.0,(7),Restaurant,·,Chayangkun Rd,https://lh5.googleusercontent.com/p/AF1QipM_1JOfmn-qr6umrEI6ndi_Vh9d9aUYqhCskG8S=w122-h92-k-no,Dine-in,·,Kerbside pickup
https://www.google.com/maps/place/%E0%B8%88%E0%B9%89%E0%B8%A7%E0%B8%94%E0%B8%88%E0%B9%89%E0%B8%B2%E0%B8%94+%E0%B8%84%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%A3%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B8%AD%E0%B8%87/data=!4m7!3m6!1s0x313c37070a4b188b:0x2678e16665b06482!8m2!3d16.9377085!4d104.6937678!16s%2Fg%2F11h9bgn__6!19sChIJixhLCgc3PDERgmSwZWbheCY?authuser=0&hl=en&rclk=1,จ้วดจ้าด คันทรี่เรสเตอรอง,4.6,(33),Restaurant,·,Unnamed Road,https://lh5.googleusercontent.com/p/AF1QipNtj5FcAPQr3ddZDmPVrVNbXGaW9IqZelgTJVho=w122-h92-k-no,Dine-in,·,Drive-through
https://www.google.com/maps/place/%E0%B9%81%E0%B8%9E%E0%B8%AA%E0%B8%AD%E0%B8%87%E0%B8%9E%E0%B8%B5%E0%B9%88%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%87+%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%81%E0%B8%9E%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%9D%E0%B8%B1%E0%B9%88%E0%B8%87%E0%B9%81%E0%B8%94%E0%B8%87/data=!4m7!3m6!1s0x313c37b3fc22662d:0x72953dd5103fc342!8m2!3d16.9391085!4d104.6737284!16s%2Fg%2F11nycft7d3!19sChIJLWYi_LM3PDERQsM_ENU9lXI?authuser=0&hl=en&rclk=1,แพสองพี่น้อง ล่องแพบ้านฝั่งแดง,5.0,(1),Restaurant,·,103,https://lh5.googleusercontent.com/p/AF1QipMVw_5oHWyWRqln76Ng5OQrjxBgxydc0DnfXA9_=w122-h92-k-no,Dine-in,·,No delivery
https://www.google.com/maps/place/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%80%E0%B8%9B%E0%B8%B5%E0%B8%A2%E0%B8%81%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B8%99%E0%B8%B4%E0%B8%94/data=!4m7!3m6!1s0x313c372b53cfddef:0x35915fb79e21402!8m2!3d16.935258!4d104.721278!16s%2Fg%2F11h6d5nhwh!19sChIJ793PUys3PDERAhTiefsVWQM?authuser=0&hl=en&rclk=1,ข้าวเปียกเส้นแม่นิด,4.7,(39),Restaurant,·,WPPC+4G2 Unnamed Road,https://lh5.googleusercontent.com/p/AF1QipMJYG6sDVPgJt5tVAG5-v85619SwLJLXR_HBOL6=w80-h106-k-no,Dine-in,·,Takeaway
"https://www.google.com/maps/place/%E0%B8%A5%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%81%E0%B8%9E%E0%B8%81%E0%B8%B1%E0%B8%93,%E0%B8%81%E0%B8%B8%E0%B8%A5+@%E0%B8%94%E0%B8%87%E0%B8%84%E0%B8%A3%E0%B8%B2%E0%B8%A1/data=!4m7!3m6!1s0x313c37df86b6b8f5:0x23ad84cf2d2bd4a3!8m2!3d16.9386187!4d104.6859554!16s%2Fg%2F11jmwh63_z!19sChIJ9bi2ht83PDERo9QrLc-ErSM?authuser=0&hl=en&rclk=1","ล่องแพกัณ,กุล @ดงคราม",4.4,(5),Restaurant,·,ดวคราม,https://lh5.googleusercontent.com/p/AF1QipM5EUN7X4NQt9ePIgNcJ9iqBnxiQpigdCLefprm=w122-h92-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/That+Phanom+Phochana/data=!4m7!3m6!1s0x313c39de165e145d:0x5d4da876d0d6fb82!8m2!3d16.9430848!4d104.7277924!16s%2Fg%2F1hdzfjq_1!19sChIJXRReFt45PDERgvvW0HaoTV0?authuser=0&hl=en&rclk=1,That Phanom Phochana,4.2,(96),Restaurant,·,30 ถนน พนมพนารักษ์,https://lh5.googleusercontent.com/p/AF1QipPHb1nFgAHL-B065Yxxe8olRLIscC1ZjMaoE7Sp=w122-h92-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/%E0%B9%80%E0%B8%AD%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%84%E0%B8%B3/data=!4m7!3m6!1s0x313c39e74e49b41b:0xde5da767406a8b78!8m2!3d16.9446735!4d104.7293548!16s%2Fg%2F11bxdrpvtn!19sChIJG7RJTuc5PDEReItqQGenXd4?authuser=0&hl=en&rclk=1,เอื้องคำ,3.7,(232),Restaurant,·,WPVH+VP9,https://lh5.googleusercontent.com/p/AF1QipPqYuWlp9F3lSf2hytZPyY8ReuOjgSaoGS1bglY=w153-h92-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/%E0%B8%81%E0%B9%8B%E0%B8%A7%E0%B8%A2%E0%B9%80%E0%B8%95%E0%B8%B5%E0%B9%8B%E0%B8%A2%E0%B8%A7%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B8%8B%E0%B8%AD%E0%B8%A2+%E0%B8%98%E0%B8%B2%E0%B8%95%E0%B8%B8%E0%B8%9E%E0%B8%99%E0%B8%A1/data=!4m7!3m6!1s0x313c39c210775037:0x38a085459831360d!8m2!3d16.9551988!4d104.727916!16s%2Fg%2F11bt_n941m!19sChIJN1B3EMI5PDERDTYxmEWFoDg?authuser=0&hl=en&rclk=1,ก๋วยเตี๋ยวกลางซอย ธาตุพนม,4.4,(175),Restaurant,·,XP4H+35F,https://lh5.googleusercontent.com/p/AF1QipOqooIQ9shMbAbHuZ5lR_YEL6RWt-XIRi4zMHJC=w80-h106-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/N%26A+KEBAB+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+%E0%B8%98%E0%B8%B2%E0%B8%95%E0%B8%B8%E0%B8%9E%E0%B8%99%E0%B8%A1/data=!4m7!3m6!1s0x313c3931009036bf:0x90c5f71d2068ff3c!8m2!3d16.9443331!4d104.7256726!16s%2Fg%2F11y1kww8tt!19sChIJvzaQADE5PDERPP9oIB33xZA?authuser=0&hl=en&rclk=1,N&A KEBAB สาขา ธาตุพนม,,,Restaurant,·,WPVG+Q8F,https://lh5.googleusercontent.com/p/AF1QipOMmA93In7RjJ9dzXVq_ndbR_sLIEBMIATEtphs=w80-h106-k-no,Dine-in,·,Kerbside pickup
https://www.google.com/maps/place/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%80%E0%B8%9B%E0%B8%B5%E0%B8%A2%E0%B8%81%E0%B8%99%E0%B9%89%E0%B8%B3/data=!4m7!3m6!1s0x313c390a05fd1133:0xb6d8d619e839d5cd!8m2!3d16.9469043!4d104.729602!16s%2Fg%2F11nwb4vny6!19sChIJMxH9BQo5PDERzdU56BnW2LY?authuser=0&hl=en&rclk=1,ข้าวเปียกน้ำ,5.0,(2),Fast Food,·,98 หมู่ 2,https://lh5.googleusercontent.com/p/AF1QipNAHuU5_gJszhxnfvQZjl0AGBYGlTPuP6OphZlV=w80-h92-k-no,Dine-in,·,Kerbside pickup
https://www.google.com/maps/place/%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%94%E0%B8%B5%E0%B9%89+%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88+%28Indie+Cafe%27%29/data=!4m7!3m6!1s0x313c39df5e1ba849:0xa17cdb50d8b2c9c6!8m2!3d16.9392169!4d104.7243622!16s%2Fg%2F11fylz0mf5!19sChIJSagbXt85PDERxsmy2FDbfKE?authuser=0&hl=en&rclk=1,อินดี้ คาเฟ่ (Indie Cafe'),4.4,(27),Restaurant,·,"WPQF+MPQ, Highway 212",https://lh5.googleusercontent.com/p/AF1QipMvudoD0GLt4lnN9f8Cq2gi0L_rHh_fk4rj_V8o=w122-h92-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99+%E0%B9%82%E0%B8%81%E0%B8%AD%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%84%E0%B8%99%E0%B8%97%E0%B9%8C/data=!4m7!3m6!1s0x313c377eed4108d9:0x4d972cef716ec46b!8m2!3d16.9519169!4d104.7252092!16s%2Fg%2F1hc3b3khc!19sChIJ2QhB7X43PDERa8Ruce8sl00?authuser=0&hl=en&rclk=1,ร้าน โกออร์ไนท์,,,Restaurant,·,419 Chayangkun Rd,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vmz0ZEEqhPjgqkIqgPjStQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=112.14815&pitch=0&thumbfov=100,Dine-in,·,Takeaway
https://www.google.com/maps/place/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%80%E0%B8%9B%E0%B8%B5%E0%B8%A2%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%88%E0%B8%87%E0%B8%94%E0%B9%88%E0%B8%AD%E0%B8%87/data=!4m7!3m6!1s0x313c39c1323d87af:0x17c7a512f2e2d72f!8m2!3d16.9411611!4d104.7282125!16s%2Fg%2F11rlv7t82d!19sChIJr4c9MsE5PDERL9fi8hKlxxc?authuser=0&hl=en&rclk=1,ข้าวเปียกดิ่งด่อง,5.0,(4),Restaurant,·,16 ถนน พนมพนารักษ์,https://lh5.googleusercontent.com/p/AF1QipOlCa1h6FoHIoTtN-LSDwkBddzTEOan7adP3Ir6=w80-h106-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/%E0%B8%99%E0%B8%B2%E0%B8%99%E0%B8%B2%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B8%97%E0%B8%B8%E0%B9%88%E0%B8%87/data=!4m7!3m6!1s0x313c374e568fd135:0x25969bf24f8da34d!8m2!3d16.9207398!4d104.6932523!16s%2Fg%2F11stlpphmf!19sChIJNdGPVk43PDERTaONT_KbliU?authuser=0&hl=en&rclk=1,นานากลางทุ่ง,4.8,(6),Restaurant,·,WMCV+946,https://lh5.googleusercontent.com/p/AF1QipNk-_ez0aqX7VVdkrRsr4ZYAOSZCgwHDqjTv5Fv=w122-h92-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99TommyThailand/data=!4m7!3m6!1s0x313c39d0547ff8c3:0x4989e15c5879b6a2!8m2!3d16.9438754!4d104.7155736!16s%2Fg%2F11mmf8m0py!19sChIJw_h_VNA5PDERorZ5WFzhiUk?authuser=0&hl=en&rclk=1,บ้านTommyThailand,,,Restaurant,·,WPV8+H64,https://lh5.googleusercontent.com/p/AF1QipO771r3Mk7E0gACfqszyqOuPZ0UsZ3gRARRZuq7=w122-h92-k-no,Dine-in,·,Takeaway
https://www.google.com/maps/place/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B9%81%E0%B8%A7%E0%B8%A7/data=!4m7!3m6!1s0x313c3792d7078e0d:0xf8eec039bbb68369!8m2!3d16.9277011!4d104.6826897!16s%2Fg%2F11mgnz7_rm!19sChIJDY4H15I3PDERaYO2uznA7vg?authuser=0&hl=en&rclk=1,ครัวคุณแวว,,,Restaurant,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=41lEDBlw8Ixc0iruatk9yg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=274.85223&pitch=0&thumbfov=100,Dine-in,·,Takeaway
https://www.google.com/maps/place/Coffee+chill@steak/data=!4m7!3m6!1s0x313c39de2e095555:0x8977126bf71e8650!8m2!3d16.9418544!4d104.7280502!16s%2Fg%2F11c0tb3c_7!19sChIJVVUJLt45PDERUIYe92sSd4k?authuser=0&hl=en&rclk=1,Coffee chill@steak,4.2,(43),Restaurant,·,125 ม.1 ถนน พนมพนารักษ์,https://lh5.googleusercontent.com/p/AF1QipMdKPFALgUnyf1ZJ8_Ms1rzFLwPaCH448wydjzB=w122-h92-k-no,Dine-in,·,Takeaway
